codsap,desproducto,desunidadnegocio,desmarca,descategoria,desgrupoarticulo,desclase,largo,ancho,volumen,pesobruto
200094066,CZ MISS SEX COL CC 200 ML,COSMETICOS,CYZONE,FRAGANCIAS,FRAGANCIAS,FRAGANCIAS,42,42,379,217
200092744,CZ B&B HER EDP CC 75 ML,COSMETICOS,CYZONE,FRAGANCIAS,FRAGANCIAS,FRAGANCIAS,62,37,314,233
200089168,CZ SWEET BLACK EDP 50 ML,COSMETICOS,CYZONE,FRAGANCIAS,FRAGANCIAS,FRAGANCIAS,68,47,326,194
200109890,CZ SL MASC MAGNETIC LASH BLACK,COSMETICOS,CYZONE,MAQUILLAJE,MAQUILLAJE,MAQUILLAJE,20,20,54,32
200095964,CZ PERA IN LOVE COL CC 200 ML,COSMETICOS,CYZONE,FRAGANCIAS,FRAGANCIAS,FRAGANCIAS,42,42,379,217
200105005,CZ DANCING EDP CC 90 ML,COSMETICOS,CYZONE,FRAGANCIAS,FRAGANCIAS,FRAGANCIAS,43,41,326,277
200106356,CZ GIRLINK EDP CC 50ML,COSMETICOS,CYZONE,FRAGANCIAS,FRAGANCIAS,FRAGANCIAS,107,34,309,188
200092333,CZ AINNARA EDP 50 ML,COSMETICOS,CYZONE,FRAGANCIAS,FRAGANCIAS,FRAGANCIAS,53,71,425,190
210095652,CZ SL DELINEADO PLUMON CCG 1ML,COSMETICOS,CYZONE,MAQUILLAJE,MAQUILLAJE,MAQUILLAJE,136,10,13,7
200094066,CZ MISS SEX COL CC 200 ML,COSMETICOS,CYZONE,FRAGANCIAS,FRAGANCIAS,FRAGANCIAS,42,42,379,217
200092333,CZ AINNARA EDP 50 ML,COSMETICOS,CYZONE,FRAGANCIAS,FRAGANCIAS,FRAGANCIAS,53,71,425,190
200089168,CZ SWEET BLACK EDP 50 ML,COSMETICOS,CYZONE,FRAGANCIAS,FRAGANCIAS,FRAGANCIAS,68,47,326,194
200094941,CZ TASTE WARM COL 200 ML,COSMETICOS,CYZONE,FRAGANCIAS,FRAGANCIAS,FRAGANCIAS,42,42,379,217
200105079,CZ PRINTS XPERIENCE PARF 30ML,COSMETICOS,CYZONE,FRAGANCIAS,FRAGANCIAS,FRAGANCIAS,26,26,123,68
200105008,CZ DANCING SUNSET EDP 90 ML,COSMETICOS,CYZONE,FRAGANCIAS,FRAGANCIAS,FRAGANCIAS,43,41,326,277
200106360,CZ NITRO ULTIMATE EDP 90 ML,COSMETICOS,CYZONE,FRAGANCIAS,FRAGANCIAS,FRAGANCIAS,75,36,349,291
200105079,CZ PRINTS XPERIENCE PARF 30ML,COSMETICOS,CYZONE,FRAGANCIAS,FRAGANCIAS,FRAGANCIAS,26,26,123,68
200109874,CZ SWEETB EXCLSIVE EDP 50 ML,COSMETICOS,CYZONE,FRAGANCIAS,FRAGANCIAS,FRAGANCIAS,43,64,288,188
200101481,CZ UVA KISS COL 200 ML,COSMETICOS,CYZONE,FRAGANCIAS,FRAGANCIAS,FRAGANCIAS,42,42,379,217
200109874,CZ SWEETB EXCLSIVE EDP 50 ML,COSMETICOS,CYZONE,FRAGANCIAS,FRAGANCIAS,FRAGANCIAS,43,64,288,188
200112748,ES PRO DEL PL NEGRO EXTREMO,COSMETICOS,ESIKA,MAQUILLAJE,MAQUILLAJE,MAQUILLAJE,15,15,20,10
200109443,ES VIBRANZA ADDICT PARF 45 ML,COSMETICOS,ESIKA,FRAGANCIAS,FRAGANCIAS,FRAGANCIAS,61,40,281,210
210092742,ES CFX DELOJO REC NEGRO 1.2ML,COSMETICOS,ESIKA,MAQUILLAJE,MAQUILLAJE,MAQUILLAJE,136,10,13,7
200106312,ES COLORS REDROSE COL 200ML,COSMETICOS,ESIKA,FRAGANCIAS,FRAGANCIAS,FRAGANCIAS,46,46,402,228
200099310,ES MEN COOL ICE COL 200ML,COSMETICOS,ESIKA,FRAGANCIAS,FRAGANCIAS,FRAGANCIAS,46,46,402,228
200094217,ES DORSAY PERFUME CC 90 ML,COSMETICOS,ESIKA,FRAGANCIAS,FRAGANCIAS,FRAGANCIAS,83,38,426,288
200104254,ES YOU COL EDT CC 90 ML,COSMETICOS,ESIKA,FRAGANCIAS,FRAGANCIAS,FRAGANCIAS,62,32,321,260
200103405,ES PRO FULL VOLUME NEGRO,COSMETICOS,ESIKA,MAQUILLAJE,MAQUILLAJE,MAQUILLAJE,20,20,54,32
200105041,ES SALVAJE COLOGNE CC 90 ML,COSMETICOS,ESIKA,FRAGANCIAS,FRAGANCIAS,FRAGANCIAS,75,41,381,286
200105219,ES TAC ACLA ACLARANT 120G,COSMETICOS,ESIKA,TRATAMIENTO FACIAL,TRATAMIENTO FACIAL,TRATAMIENTO FACIAL,79,79,407,184
200105219,ES TAC ACLA ACLARANT 120G,COSMETICOS,ESIKA,TRATAMIENTO FACIAL,TRATAMIENTO FACIAL,TRATAMIENTO FACIAL,79,79,407,184
200094217,ES DORSAY PERFUME CC 90 ML,COSMETICOS,ESIKA,FRAGANCIAS,FRAGANCIAS,FRAGANCIAS,83,38,426,288
200112748,ES PRO DEL PL NEGRO EXTREMO,COSMETICOS,ESIKA,MAQUILLAJE,MAQUILLAJE,MAQUILLAJE,15,15,20,10
200112748,ES PRO DEL PL NEGRO EXTREMO,COSMETICOS,ESIKA,MAQUILLAJE,MAQUILLAJE,MAQUILLAJE,15,15,20,10
200100539,ES WINNER SPORT EDT CC 100ML,COSMETICOS,ESIKA,FRAGANCIAS,FRAGANCIAS,FRAGANCIAS,74,45,448,300
200106398,ES COLORS PURPBERRY COL 200ML,COSMETICOS,ESIKA,FRAGANCIAS,FRAGANCIAS,FRAGANCIAS,46,46,402,228
200101424,ES MAGN ABSOLUTE EDT 100 ML,COSMETICOS,ESIKA,FRAGANCIAS,FRAGANCIAS,FRAGANCIAS,63,49,509,328
210092742,ES CFX DELOJO REC NEGRO 1.2ML,COSMETICOS,ESIKA,MAQUILLAJE,MAQUILLAJE,MAQUILLAJE,136,10,13,7
200111352,ES MAGNAT EXCLUSIVE EDT 90 ML,COSMETICOS,ESIKA,FRAGANCIAS,FRAGANCIAS,FRAGANCIAS,75,39,389,278
200111352,ES MAGNAT EXCLUSIVE EDT 90 ML,COSMETICOS,ESIKA,FRAGANCIAS,FRAGANCIAS,FRAGANCIAS,75,39,389,278
200106348,ES EXUS COLONIA CC 100ML,COSMETICOS,ESIKA,FRAGANCIAS,FRAGANCIAS,FRAGANCIAS,61,44,454,328
200105219,ES TAC ACLA ACLARANT 120G,COSMETICOS,ESIKA,TRATAMIENTO FACIAL,TRATAMIENTO FACIAL,TRATAMIENTO FACIAL,79,79,407,184
200098555,ES VIBRANZA BLA PARF 2020 45ML,COSMETICOS,ESIKA,FRAGANCIAS,FRAGANCIAS,FRAGANCIAS,61,40,281,210
200103327,ES PRO MAS MEGA MULTI NEGRO 8G,COSMETICOS,ESIKA,MAQUILLAJE,MAQUILLAJE,MAQUILLAJE,20,20,54,32
200106274,ES RED POWER PARF 50 ML,COSMETICOS,ESIKA,FRAGANCIAS,FRAGANCIAS,FRAGANCIAS,65,38,291,225
200100838,ES MAGNAT PARF CC 90ML,COSMETICOS,ESIKA,FRAGANCIAS,FRAGANCIAS,FRAGANCIAS,76,39,406,288
200105215,ES TAC NUTR 25+ HIDR NUTR 200G,COSMETICOS,ESIKA,TRATAMIENTO FACIAL,TRATAMIENTO FACIAL,TRATAMIENTO FACIAL,93,93,692,264
200099047,ES KALOS SPORT EDT CC 100ML,COSMETICOS,ESIKA,FRAGANCIAS,FRAGANCIAS,FRAGANCIAS,74,45,448,300
200106397,ES COLORS PINKBLOSS COL 200ML,COSMETICOS,ESIKA,FRAGANCIAS,FRAGANCIAS,FRAGANCIAS,46,46,402,228
200105217,ES TAC NUTR 40+ HIDR REAF 200G,COSMETICOS,ESIKA,TRATAMIENTO FACIAL,TRATAMIENTO FACIAL,TRATAMIENTO FACIAL,93,93,692,264
200100866,ES MAGN SEL PARFUM CC 90 ML,COSMETICOS,ESIKA,FRAGANCIAS,FRAGANCIAS,FRAGANCIAS,76,39,406,288
200106396,ES COLORS GREENCOCO COL 200ML,COSMETICOS,ESIKA,FRAGANCIAS,FRAGANCIAS,FRAGANCIAS,46,46,402,228
200106274,ES RED POWER PARF 50 ML,COSMETICOS,ESIKA,FRAGANCIAS,FRAGANCIAS,FRAGANCIAS,65,38,291,225
210092742,ES CFX DELOJO REC NEGRO 1.2ML,COSMETICOS,ESIKA,MAQUILLAJE,MAQUILLAJE,MAQUILLAJE,136,10,13,7
200096892,ES DORSAY CLASS PARF 90ML,COSMETICOS,ESIKA,FRAGANCIAS,FRAGANCIAS,FRAGANCIAS,83,38,426,288
200102351,ES PRODEL PIN CC NEGRO EXTREMO,COSMETICOS,ESIKA,MAQUILLAJE,MAQUILLAJE,MAQUILLAJE,86,18,25,13
200112748,ES PRO DEL PL NEGRO EXTREMO,COSMETICOS,ESIKA,MAQUILLAJE,MAQUILLAJE,MAQUILLAJE,15,15,20,10
200093884,ES MEN EXTREME COLONIA  200 ML,COSMETICOS,ESIKA,FRAGANCIAS,FRAGANCIAS,FRAGANCIAS,46,46,402,228
200100838,ES MAGNAT PARF CC 90ML,COSMETICOS,ESIKA,FRAGANCIAS,FRAGANCIAS,FRAGANCIAS,76,39,406,288
200098555,ES VIBRANZA BLA PARF 2020 45ML,COSMETICOS,ESIKA,FRAGANCIAS,FRAGANCIAS,FRAGANCIAS,61,40,281,210
200103354,ES PRO FULL BSTR  NEGRO,COSMETICOS,ESIKA,MAQUILLAJE,MAQUILLAJE,MAQUILLAJE,23,23,67,35
200090428,ES FANTASIA AZUL EDP CC 50 ML,COSMETICOS,ESIKA,FRAGANCIAS,FRAGANCIAS,FRAGANCIAS,49,36,247,158
200095931,ES IMPREDECIBLE EDP 50 ML,COSMETICOS,ESIKA,FRAGANCIAS,FRAGANCIAS,FRAGANCIAS,77,41,320,225
200104254,ES YOU COL EDT CC 90 ML,COSMETICOS,ESIKA,FRAGANCIAS,FRAGANCIAS,FRAGANCIAS,62,32,321,260
200103354,ES PRO FULL BSTR  NEGRO,COSMETICOS,ESIKA,MAQUILLAJE,MAQUILLAJE,MAQUILLAJE,23,23,67,35
200098377,ES KROMO BLACK PARF 90 ML,COSMETICOS,ESIKA,FRAGANCIAS,FRAGANCIAS,FRAGANCIAS,100,44,449,328
200104254,ES YOU COL EDT CC 90 ML,COSMETICOS,ESIKA,FRAGANCIAS,FRAGANCIAS,FRAGANCIAS,62,32,321,260
200105219,ES TAC ACLA ACLARANT 120G,COSMETICOS,ESIKA,TRATAMIENTO FACIAL,TRATAMIENTO FACIAL,TRATAMIENTO FACIAL,79,79,407,184
200106274,ES RED POWER PARF 50 ML,COSMETICOS,ESIKA,FRAGANCIAS,FRAGANCIAS,FRAGANCIAS,65,38,291,225
200106397,ES COLORS PINKBLOSS COL 200ML,COSMETICOS,ESIKA,FRAGANCIAS,FRAGANCIAS,FRAGANCIAS,46,46,402,228
200102430,ES PULSO ABS PARFUM CCG 100 ML,COSMETICOS,ESIKA,FRAGANCIAS,FRAGANCIAS,FRAGANCIAS,63,49,509,328
200106290,ES DORSAY INSPIRE PARF 90 ML,COSMETICOS,ESIKA,FRAGANCIAS,FRAGANCIAS,FRAGANCIAS,83,38,426,278
200105217,ES TAC NUTR 40+ HIDR REAF 200G,COSMETICOS,ESIKA,TRATAMIENTO FACIAL,TRATAMIENTO FACIAL,TRATAMIENTO FACIAL,93,93,692,264
200088259,ES EXPRESSION SENS EDP 50ML,COSMETICOS,ESIKA,FRAGANCIAS,FRAGANCIAS,FRAGANCIAS,48,43,357,218
200105218,ES TAC NUTR 55+ HIDR REPA 200G,COSMETICOS,ESIKA,TRATAMIENTO FACIAL,TRATAMIENTO FACIAL,TRATAMIENTO FACIAL,93,93,692,264
200106396,ES COLORS GREENCOCO COL 200ML,COSMETICOS,ESIKA,FRAGANCIAS,FRAGANCIAS,FRAGANCIAS,46,46,402,228
200111352,ES MAGNAT EXCLUSIVE EDT 90 ML,COSMETICOS,ESIKA,FRAGANCIAS,FRAGANCIAS,FRAGANCIAS,75,39,389,278
200088259,ES EXPRESSION SENS EDP 50ML,COSMETICOS,ESIKA,FRAGANCIAS,FRAGANCIAS,FRAGANCIAS,48,43,357,218
200106279,ES COLORS GOLDVANIL COL 200 ML,COSMETICOS,ESIKA,FRAGANCIAS,FRAGANCIAS,FRAGANCIAS,46,46,402,228
200106312,ES COLORS REDROSE COL 200ML,COSMETICOS,ESIKA,FRAGANCIAS,FRAGANCIAS,FRAGANCIAS,46,46,402,228
200105219,ES TAC ACLA ACLARANT 120G,COSMETICOS,ESIKA,TRATAMIENTO FACIAL,TRATAMIENTO FACIAL,TRATAMIENTO FACIAL,79,79,407,184
200105215,ES TAC NUTR 25+ HIDR NUTR 200G,COSMETICOS,ESIKA,TRATAMIENTO FACIAL,TRATAMIENTO FACIAL,TRATAMIENTO FACIAL,93,93,692,264
200103327,ES PRO MAS MEGA MULTI NEGRO 8G,COSMETICOS,ESIKA,MAQUILLAJE,MAQUILLAJE,MAQUILLAJE,20,20,54,32
200098673,ES VIBRANZA PERFUME 45 ML,COSMETICOS,ESIKA,FRAGANCIAS,FRAGANCIAS,FRAGANCIAS,61,40,281,210
200098377,ES KROMO BLACK PARF 90 ML,COSMETICOS,ESIKA,FRAGANCIAS,FRAGANCIAS,FRAGANCIAS,100,44,449,328
200105217,ES TAC NUTR 40+ HIDR REAF 200G,COSMETICOS,ESIKA,TRATAMIENTO FACIAL,TRATAMIENTO FACIAL,TRATAMIENTO FACIAL,93,93,692,264
200088133,ES VANI SCE EDP QUP 50 ML,COSMETICOS,ESIKA,FRAGANCIAS,FRAGANCIAS,FRAGANCIAS,65,40,302,174
200105218,ES TAC NUTR 55+ HIDR REPA 200G,COSMETICOS,ESIKA,TRATAMIENTO FACIAL,TRATAMIENTO FACIAL,TRATAMIENTO FACIAL,93,93,692,264
200105215,ES TAC NUTR 25+ HIDR NUTR 200G,COSMETICOS,ESIKA,TRATAMIENTO FACIAL,TRATAMIENTO FACIAL,TRATAMIENTO FACIAL,93,93,692,264
200102430,ES PULSO ABS PARFUM CCG 100 ML,COSMETICOS,ESIKA,FRAGANCIAS,FRAGANCIAS,FRAGANCIAS,63,49,509,328
200106279,ES COLORS GOLDVANIL COL 200 ML,COSMETICOS,ESIKA,FRAGANCIAS,FRAGANCIAS,FRAGANCIAS,46,46,402,228
200098555,ES VIBRANZA BLA PARF 2020 45ML,COSMETICOS,ESIKA,FRAGANCIAS,FRAGANCIAS,FRAGANCIAS,61,40,281,210
200098673,ES VIBRANZA PERFUME 45 ML,COSMETICOS,ESIKA,FRAGANCIAS,FRAGANCIAS,FRAGANCIAS,61,40,281,210
200102045,ES LEY ABSOL PARFUM CCG 100 ML,COSMETICOS,ESIKA,FRAGANCIAS,FRAGANCIAS,FRAGANCIAS,63,49,509,328
200105655,ES MULTICAR VITAL SH 2EN1 CC1L,COSMETICOS,ESIKA,CUIDADO PERSONAL,CUIDADO PERSONAL,CUIDADO PERSONAL,105,70,2007,1100
200106290,ES DORSAY INSPIRE PARF 90 ML,COSMETICOS,ESIKA,FRAGANCIAS,FRAGANCIAS,FRAGANCIAS,83,38,426,278
200101424,ES MAGN ABSOLUTE EDT 100 ML,COSMETICOS,ESIKA,FRAGANCIAS,FRAGANCIAS,FRAGANCIAS,63,49,509,328
200091295,ES RED INTENSE EDP CC 50 ML,COSMETICOS,ESIKA,FRAGANCIAS,FRAGANCIAS,FRAGANCIAS,86,32,264,163
200091732,ES CARDIGAN EDT CC 90 ML,COSMETICOS,ESIKA,FRAGANCIAS,FRAGANCIAS,FRAGANCIAS,70,38,340,290
200091732,ES CARDIGAN EDT CC 90 ML,COSMETICOS,ESIKA,FRAGANCIAS,FRAGANCIAS,FRAGANCIAS,70,38,340,290
200102351,ES PRODEL PIN CC NEGRO EXTREMO,COSMETICOS,ESIKA,MAQUILLAJE,MAQUILLAJE,MAQUILLAJE,86,18,25,13
200103354,ES PRO FULL BSTR  NEGRO,COSMETICOS,ESIKA,MAQUILLAJE,MAQUILLAJE,MAQUILLAJE,23,23,67,35
200109443,ES VIBRANZA ADDICT PARF 45 ML,COSMETICOS,ESIKA,FRAGANCIAS,FRAGANCIAS,FRAGANCIAS,61,40,281,210
200104254,ES YOU COL EDT CC 90 ML,COSMETICOS,ESIKA,FRAGANCIAS,FRAGANCIAS,FRAGANCIAS,62,32,321,260
200103327,ES PRO MAS MEGA MULTI NEGRO 8G,COSMETICOS,ESIKA,MAQUILLAJE,MAQUILLAJE,MAQUILLAJE,20,20,54,32
200095931,ES IMPREDECIBLE EDP 50 ML,COSMETICOS,ESIKA,FRAGANCIAS,FRAGANCIAS,FRAGANCIAS,77,41,320,225
200096892,ES DORSAY CLASS PARF 90ML,COSMETICOS,ESIKA,FRAGANCIAS,FRAGANCIAS,FRAGANCIAS,83,38,426,288
200093883,ES MEN ACTIVE COL CCE 200 ML,COSMETICOS,ESIKA,FRAGANCIAS,FRAGANCIAS,FRAGANCIAS,46,46,402,228
200102351,ES PRODEL PIN CC NEGRO EXTREMO,COSMETICOS,ESIKA,MAQUILLAJE,MAQUILLAJE,MAQUILLAJE,86,18,25,13
200098377,ES KROMO BLACK PARF 90 ML,COSMETICOS,ESIKA,FRAGANCIAS,FRAGANCIAS,FRAGANCIAS,100,44,449,328
200105218,ES TAC NUTR 55+ HIDR REPA 200G,COSMETICOS,ESIKA,TRATAMIENTO FACIAL,TRATAMIENTO FACIAL,TRATAMIENTO FACIAL,93,93,692,264
200095931,ES IMPREDECIBLE EDP 50 ML,COSMETICOS,ESIKA,FRAGANCIAS,FRAGANCIAS,FRAGANCIAS,77,41,320,225
200102045,ES LEY ABSOL PARFUM CCG 100 ML,COSMETICOS,ESIKA,FRAGANCIAS,FRAGANCIAS,FRAGANCIAS,63,49,509,328
200082674,ES MINI CHI COL KELL CC 120 ML,COSMETICOS,ESIKA,FRAGANCIAS,FRAGANCIAS,FRAGANCIAS,65,46,377,150
200103025,ES LPI TALCO CC NUEVO 500 G,COSMETICOS,ESIKA,CUIDADO PERSONAL,CUIDADO PERSONAL,CUIDADO PERSONAL,84,84,1679,589
200098673,ES VIBRANZA PERFUME 45 ML,COSMETICOS,ESIKA,FRAGANCIAS,FRAGANCIAS,FRAGANCIAS,61,40,281,210
200098673,ES VIBRANZA PERFUME 45 ML,COSMETICOS,ESIKA,FRAGANCIAS,FRAGANCIAS,FRAGANCIAS,61,40,281,210
200100810,ES ALTHEUS EDT 75 ML,COSMETICOS,ESIKA,FRAGANCIAS,FRAGANCIAS,FRAGANCIAS,82,38,375,255
200105215,ES TAC NUTR 25+ HIDR NUTR 200G,COSMETICOS,ESIKA,TRATAMIENTO FACIAL,TRATAMIENTO FACIAL,TRATAMIENTO FACIAL,93,93,692,264
200082678,ES MINI CHI COL RU D CC 120 ML,COSMETICOS,ESIKA,FRAGANCIAS,FRAGANCIAS,FRAGANCIAS,65,46,377,150
200103354,ES PRO FULL BSTR  NEGRO,COSMETICOS,ESIKA,MAQUILLAJE,MAQUILLAJE,MAQUILLAJE,23,23,67,35
200100866,ES MAGN SEL PARFUM CC 90 ML,COSMETICOS,ESIKA,FRAGANCIAS,FRAGANCIAS,FRAGANCIAS,76,39,406,288
200102430,ES PULSO ABS PARFUM CCG 100 ML,COSMETICOS,ESIKA,FRAGANCIAS,FRAGANCIAS,FRAGANCIAS,63,49,509,328
200106398,ES COLORS PURPBERRY COL 200ML,COSMETICOS,ESIKA,FRAGANCIAS,FRAGANCIAS,FRAGANCIAS,46,46,402,228
200100838,ES MAGNAT PARF CC 90ML,COSMETICOS,ESIKA,FRAGANCIAS,FRAGANCIAS,FRAGANCIAS,76,39,406,288
